"","COMMON_NAME","SCIENTIFIC_NAME","ID_RANK","WORMS"
"11500","empty bivalve shells",NA,NA,NA
"11501","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"11502","Greenland turbot","Reinhardtius hippoglossoides","species",127144
"11503",NA,"Chrysaora melanaster","species",287209
"11504","butterfly sculpin","Hemilepidotus papilio","species",254523
"11505","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"11506","dragon poacher","Percis japonica","species",254389
"11507","giant scale worm","Eunoe nodosa","species",130745
"11508","depressed scale worm","Eunoe depressa","species",254455
"11509","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"11510",NA,"Argis sp.","genus",107006
"11511","longfinger hermit","Pagurus rathbuni","species",254491
"11512","shortfin eelpout","Lycodes brevipes","species",254595
"11513","variegated snailfish","Liparis gibbus","species",159526
"11514","Kamchatka flounder","Atheresthes evermanni","species",279791
"11515","ladder whelk","Buccinum scalariforme","species",138875
"11516","big skate","Beringraja binoculata","species",1021330
"11517","empty bivalve shells",NA,NA,NA
"11518","Pribilof whelk","Neptunea pribiloffensis","species",491185
"11519","bryozoan unid.","Bryozoa","phylum",146142
"11520","arrowtooth flounder","Atheresthes stomias","species",279792
"11521","Arctic surfclam","Mactromeris polynyma","species",156863
"11522","Pacific halibut","Hippoglossus stenolepis","species",274290
"11523","sturgeon poacher","Podothecus accipenserinus","species",254501
"11524","walleye pollock","Gadus chalcogrammus","species",300735
"11525","empty gastropod shells",NA,NA,NA
"11526","Oregon triton","Fusitriton oregonensis","species",476496
"11527","flathead sole","Hippoglossoides elassodon","species",274289
"11528","sea onion","Boltenia ovifera","species",103815
"11529","sturgeon poacher","Podothecus accipenserinus","species",254501
"11530","purple-orange sea star","Asterias amurensis","species",254497
"11531","sturgeon poacher","Podothecus accipenserinus","species",254501
"11532","sea onion","Boltenia ovifera","species",103815
"11533","sand lance unid.","Ammodytes sp.","genus",125909
"11534","sand sole","Psettichthys melanostictus","species",282396
"11535","walleye pollock","Gadus chalcogrammus","species",300735
"11536","walleye pollock","Gadus chalcogrammus","species",300735
"11537","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"11538","wattled eelpout","Lycodes palearis","species",254585
"11539","Tanner crab","Chionoecetes bairdi","species",368558
"11540","tentacle-shedding anemone","Liponema brevicorne","species",593074
"11541","Kamchatka flounder","Atheresthes evermanni","species",279791
"11542","Aleutian alligatorfish","Aspidophoroides monopterygius","species",159459
"11543","northern rock sole","Lepidopsetta polyxystra","species",281307
"11544","Pacific herring","Clupea pallasii","species",151159
"11545","northern rock sole","Lepidopsetta polyxystra","species",281307
"11546","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"11547","red king crab","Paralithodes camtschaticus","species",233889
"11548","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"11549","weathervane scallop","Patinopecten caurinus","species",393720
"11550","arrowtooth flounder","Atheresthes stomias","species",279792
"11551","empty gastropod shells",NA,NA,NA
"11552","Pribilof whelk","Neptunea pribiloffensis","species",491185
"11553","Tanner crab","Chionoecetes bairdi","species",368558
"11554","empty bivalve shells",NA,NA,NA
"11555","searcher","Bathymaster signatus","species",254513
"11556","yellowfin sole","Limanda aspera","species",254562
"11557","walleye pollock","Gadus chalcogrammus","species",300735
"11558","big skate","Beringraja binoculata","species",1021330
"11559","compound ascidian unid.",NA,NA,NA
"11560","shortfin eelpout","Lycodes brevipes","species",254595
"11561","arrowtooth flounder","Atheresthes stomias","species",279792
"11562","purple-orange sea star","Asterias amurensis","species",254497
"11563","Pribilof whelk","Neptunea pribiloffensis","species",491185
"11564","rex sole","Glyptocephalus zachirus","species",274287
"11565","fragile whelk","Volutopsius fragilis","species",491385
"11566","Alaskan pink shrimp","Pandalus eous","species",515463
"11567","notched brittlestar","Ophiura sarsii","species",124934
"11568","snow crab","Chionoecetes opilio","species",107315
"11569",NA,"Leptasterias polaris","species",125154
"11570","Aleutian hermit","Pagurus aleuticus","species",366647
"11571","sea anemone unid.","Actiniaria","order",1360
"11572",NA,"Urticina sp.","genus",100706
"11573","Alaskan hermit","Pagurus ochotensis","species",366742
"11574","plain sculpin","Myoxocephalus jaok","species",254527
"11575",NA,"Leptasterias arctica","species",369158
"11576","sturgeon poacher","Podothecus accipenserinus","species",254501
"11577","Pacific lyre crab","Hyas lyratus","species",442167
"11578","Oregon triton","Fusitriton oregonensis","species",476496
"11579","basketstar","Gorgonocephalus eucnemis","species",124969
"11580","white sea urchin","Strongylocentrotus pallidus","species",124324
"11581","wattled eelpout","Lycodes palearis","species",254585
"11582","Alaska skate","Arctoraja parmifera","species",1577324
"11583","plain sculpin","Myoxocephalus jaok","species",254527
"11584","brown rimmed jelly","Aurelia limbata","species",158199
"11585","ribbed sculpin","Triglops pingelii","species",127207
"11586","flathead sole","Hippoglossoides elassodon","species",274289
"11587","flathead sole","Hippoglossoides elassodon","species",274289
"11588","flathead sole","Hippoglossoides elassodon","species",274289
"11589","walleye pollock","Gadus chalcogrammus","species",300735
"11590","horsehair crab","Erimacrus isenbeckii","species",440405
"11591","arrowtooth flounder","Atheresthes stomias","species",279792
"11592","blackspined sea star","Lethasterias nanimensis","species",254499
"11593","knobbyhand hermit","Pagurus confragosus","species",366670
"11594","sea anemone unid.","Actiniaria","order",1360
"11595","ladder whelk","Buccinum scalariforme","species",138875
"11596","eastern Pacific bobtail","Rossia pacifica","species",346432
"11597",NA,"Clinocardium sp.","genus",156818
"11598","Alaska skate","Arctoraja parmifera","species",1577324
"11599","Pacific halibut","Hippoglossus stenolepis","species",274290
"11600","walleye pollock","Gadus chalcogrammus","species",300735
"11601","polar whelk","Buccinum polare","species",138873
"11602","Aleutian hermit","Pagurus aleuticus","species",366647
"11603","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"11604","sinuous whelk","Buccinum plectrum","species",160127
"11605","northern rock sole","Lepidopsetta polyxystra","species",281307
"11606","hybrid Tanner crab","Chionoecetes hybrid","genus",NA
"11607","Alaska skate","Arctoraja parmifera","species",1577324
"11608","Pacific halibut","Hippoglossus stenolepis","species",274290
"11609","Pacific cod","Gadus macrocephalus","species",254538
"11610","splendid hermit","Labidochirus splendescens","species",248348
"11611",NA,"Crangon sp.","genus",107007
"11612","ladder whelk","Buccinum scalariforme","species",138875
"11613","Bering beringius","Beringius behringii","species",160112
"11614","shortfin eelpout","Lycodes brevipes","species",254595
"11615","knobbyhand hermit","Pagurus confragosus","species",366670
"11616","notched brittlestar","Ophiura sarsii","species",124934
"11617","Greenland shrimp","Eualus macilentus","species",158359
"11618","sawback poacher","Sarritor frenatus","species",254374
"11619","notched brittlestar","Ophiura sarsii","species",124934
"11620","Pribilof whelk","Neptunea pribiloffensis","species",491185
"11621",NA,"Colus sp.","genus",137704
"11622","Pacific herring","Clupea pallasii","species",151159
"11623","wattled eelpout","Lycodes palearis","species",254585
"11624","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"11625","empty gastropod shells",NA,NA,NA
"11626","Alaskan hermit","Pagurus ochotensis","species",366742
"11627","fat whelk","Neptunea ventricosa","species",156264
"11628","Pacific halibut","Hippoglossus stenolepis","species",274290
"11629","arrowtooth flounder","Atheresthes stomias","species",279792
"11630","plain sculpin","Myoxocephalus jaok","species",254527
"11631","bent-nose Macoma","Macoma nasuta","species",582761
"11632","empty gastropod shells",NA,NA,NA
"11633","splendid hermit","Labidochirus splendescens","species",248348
"11634","purple-orange sea star","Asterias amurensis","species",254497
"11635","Kamchatka flounder","Atheresthes evermanni","species",279791
"11636","Pacific capelin","Mallotus villosus","species",126735
"11637","basketstar","Gorgonocephalus eucnemis","species",124969
"11638","fragile whelk","Volutopsius fragilis","species",491385
"11639","Alaska razor","Siliqua alta","species",413689
"11640","snow crab","Chionoecetes opilio","species",107315
"11641","Oregon triton","Fusitriton oregonensis","species",476496
"11642","northern rock sole","Lepidopsetta polyxystra","species",281307
"11643","Kamchatka flounder","Atheresthes evermanni","species",279791
"11644","flathead sole","Hippoglossoides elassodon","species",274289
"11645","Alaska skate","Arctoraja parmifera","species",1577324
"11646","Alaska skate","Arctoraja parmifera","species",1577324
"11647","Bering skate","Bathyraja interrupta","species",271515
"11648","Pacific cod","Gadus macrocephalus","species",254538
"11649","Aleutian hermit","Pagurus aleuticus","species",366647
"11650","Pacific lyre crab","Hyas lyratus","species",442167
"11651","Alaska skate","Arctoraja parmifera","species",1577324
"11652","Pacific lyre crab","Hyas lyratus","species",442167
"11653","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"11654","rougheye rockfish","Sebastes aleutianus","species",274771
"11655","Pacific herring","Clupea pallasii","species",151159
"11656","obscure sea star","Pteraster obscurus","species",124149
"11657","arrowtooth flounder","Atheresthes stomias","species",279792
"11658","arrowtooth flounder","Atheresthes stomias","species",279792
"11659","sea onion","Boltenia ovifera","species",103815
"11660","yellowfin sole","Limanda aspera","species",254562
"11661","empty bivalve shells",NA,NA,NA
"11662","sea cucumber unid.","Holothuroidea","class",123083
"11663","longfinger hermit","Pagurus rathbuni","species",254491
"11664","Pacific lyre crab","Hyas lyratus","species",442167
"11665","Pacific cod","Gadus macrocephalus","species",254538
"11666","giant scale worm","Eunoe nodosa","species",130745
"11667","threaded sculpin","Gymnocanthus pistilliger","species",254519
"11668","yellowfin sole","Limanda aspera","species",254562
"11669","sea football","Cucumaria fallax","species",528995
"11670","Kamchatka flounder","Atheresthes evermanni","species",279791
"11671","empty bivalve shells",NA,NA,NA
"11672","hybrid Tanner crab","Chionoecetes hybrid","genus",NA
"11673",NA,"Chrysaora melanaster","species",287209
"11674","red king crab","Paralithodes camtschaticus","species",233889
"11675","Oregon triton","Fusitriton oregonensis","species",476496
"11676","red king crab","Paralithodes camtschaticus","species",233889
"11677","rex sole","Glyptocephalus zachirus","species",274287
"11678",NA,"Argis sp.","genus",107006
"11679","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"11680","depressed scale worm","Eunoe depressa","species",254455
"11681","flathead sole","Hippoglossoides elassodon","species",274289
"11682","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"11683","ladder whelk","Buccinum scalariforme","species",138875
"11684","walleye pollock","Gadus chalcogrammus","species",300735
"11685","blackspined sea star","Lethasterias nanimensis","species",254499
"11686","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"11687","flathead sole","Hippoglossoides elassodon","species",274289
"11688",NA,"Chrysaora melanaster","species",287209
"11689","rose sea star","Crossaster papposus","species",124154
"11690","giant scale worm","Eunoe nodosa","species",130745
"11691","Alaska skate","Arctoraja parmifera","species",1577324
"11692","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"11693","ladder whelk","Buccinum scalariforme","species",138875
"11694","sea mouse unid.","Aphroditidae","family",938
"11695","variegated snailfish","Liparis gibbus","species",159526
"11696","northern rock sole","Lepidopsetta polyxystra","species",281307
"11697",NA,"Crangon sp.","genus",107007
"11698","longfinger hermit","Pagurus rathbuni","species",254491
"11699","hybrid Tanner crab","Chionoecetes hybrid","genus",NA
"11700","ladder whelk","Buccinum scalariforme","species",138875
"11701","bigmouth sculpin","Hemitripterus bolini","species",254541
"11702","shortfin eelpout","Lycodes brevipes","species",254595
"11703","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"11704","fat whelk","Neptunea ventricosa","species",156264
"11705","snow crab","Chionoecetes opilio","species",107315
"11706","rose sea star","Crossaster papposus","species",124154
"11707","striped sea leech","Notostomum cyclostomum","species",370644
"11708","walleye pollock","Gadus chalcogrammus","species",300735
"11709","Pacific halibut","Hippoglossus stenolepis","species",274290
"11710","sturgeon poacher","Podothecus accipenserinus","species",254501
"11711","eastern Pacific bobtail","Rossia pacifica","species",346432
"11712","Alaska skate","Arctoraja parmifera","species",1577324
"11713","longfinger hermit","Pagurus rathbuni","species",254491
"11714","Kamchatka flounder","Atheresthes evermanni","species",279791
"11715","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"11716","pandalid shrimp unid.","Pandalidae","family",106789
"11717","Pribilof whelk","Neptunea pribiloffensis","species",491185
"11718","pale moonsnail","Euspira pallida","species",140536
"11719","Alaskan hermit","Pagurus ochotensis","species",366742
"11720","splendid hermit","Labidochirus splendescens","species",248348
"11721","oblique smoothcockle","Serripes notabilis","species",582751
"11722","bent-nose Macoma","Macoma nasuta","species",582761
"11723","Alaska razor","Siliqua alta","species",413689
"11724","Pacific capelin","Mallotus villosus","species",126735
"11725","red king crab","Paralithodes camtschaticus","species",233889
"11726","sablefish","Anoplopoma fimbria","species",159463
"11727","Tanner crab","Chionoecetes bairdi","species",368558
"11728","plain sculpin","Myoxocephalus jaok","species",254527
"11729","purple-orange sea star","Asterias amurensis","species",254497
"11730","northern rock sole","Lepidopsetta polyxystra","species",281307
"11731","Arctic surfclam","Mactromeris polynyma","species",156863
"11732","Pacific halibut","Hippoglossus stenolepis","species",274290
"11733","walleye pollock","Gadus chalcogrammus","species",300735
"11734","flathead sole","Hippoglossoides elassodon","species",274289
"11735",NA,"Eunoe sp.","genus",129487
"11736","Pacific lyre crab","Hyas lyratus","species",442167
"11737",NA,"Crangon sp.","genus",107007
"11738","wattled eelpout","Lycodes palearis","species",254585
"11739","Alaska skate","Arctoraja parmifera","species",1577324
"11740","walleye pollock","Gadus chalcogrammus","species",300735
"11741","Tanner crab","Chionoecetes bairdi","species",368558
"11742","snow crab","Chionoecetes opilio","species",107315
"11743","tentacle-shedding anemone","Liponema brevicorne","species",593074
"11744","hairy hermit crab","Pagurus capillatus","species",254489
"11745","empty gastropod shells",NA,NA,NA
"11746","Bering skate","Bathyraja interrupta","species",271515
"11747","empty bivalve shells",NA,NA,NA
"11748","yellowfin sole","Limanda aspera","species",254562
"11749","splendid hermit","Labidochirus splendescens","species",248348
"11750","Alaska skate","Arctoraja parmifera","species",1577324
"11751","arrowtooth flounder","Atheresthes stomias","species",279792
"11752","striped sea leech","Notostomum cyclostomum","species",370644
"11753",NA,"Gersemia rubiformis","species",156103
"11754","flathead sole","Hippoglossoides elassodon","species",274289
"11755","Bering beringius","Beringius behringii","species",160112
"11756","flathead sole","Hippoglossoides elassodon","species",274289
"11757",NA,"Chrysaora melanaster","species",287209
"11758","splendid hermit","Labidochirus splendescens","species",248348
"11759","circumboreal toad crab","Hyas coarctatus","species",107323
"11760","depressed scale worm","Eunoe depressa","species",254455
"11761","Pacific lyre crab","Hyas lyratus","species",442167
"11762","hairy hermit crab","Pagurus capillatus","species",254489
"11763","depressed scale worm","Eunoe depressa","species",254455
"11764","sturgeon poacher","Podothecus accipenserinus","species",254501
"11765","snow crab","Chionoecetes opilio","species",107315
"11766","northern rock sole","Lepidopsetta polyxystra","species",281307
"11767",NA,"Argis sp.","genus",107006
"11768","rex sole","Glyptocephalus zachirus","species",274287
"11769","snow crab","Chionoecetes opilio","species",107315
"11770","brittlestar unid.","Ophiuroidea","class",123084
"11771","Alaska skate","Arctoraja parmifera","species",1577324
"11772","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"11773","basketstar","Gorgonocephalus eucnemis","species",124969
"11774","sea peach unid.","Halocynthia sp.","genus",103519
"11775",NA,"Strongylocentrotus sp.","genus",123390
"11776","empty bivalve shells",NA,NA,NA
"11777","longfinger hermit","Pagurus rathbuni","species",254491
"11778","jellyfish unid.","Scyphozoa","class",135220
"11779","northern rock sole","Lepidopsetta polyxystra","species",281307
"11780","hybrid Tanner crab","Chionoecetes hybrid","genus",NA
"11781","Pacific lyre crab","Hyas lyratus","species",442167
"11782","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"11783","empty bivalve shells",NA,NA,NA
"11784","wattled eelpout","Lycodes palearis","species",254585
"11785","giant scale worm","Eunoe nodosa","species",130745
"11786",NA,"Leptasterias polaris","species",125154
"11787","shortfin eelpout","Lycodes brevipes","species",254595
"11788","hybrid Tanner crab","Chionoecetes hybrid","genus",NA
"11789","sponge unid.","Porifera","phylum",558
"11790","Oregon triton","Fusitriton oregonensis","species",476496
"11791",NA,"Plicifusus kroyeri","species",491269
"11792","Greenland turbot","Reinhardtius hippoglossoides","species",127144
"11793","rose sea star","Crossaster papposus","species",124154
"11794","keeled Aforia","Aforia circinata","species",432904
"11795","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"11796","bigmouth sculpin","Hemitripterus bolini","species",254541
"11797","Aleutian skate","Bathyraja aleutica","species",271506
"11798","shorthorn (=warty) sculpin","Myoxocephalus scorpius","species",127203
"11799","peachskin snailfish","Careproctus scottae","species",274470
"11800","notched brittlestar","Ophiura sarsii","species",124934
"11801","searcher","Bathymaster signatus","species",254513
"11802","snow crab","Chionoecetes opilio","species",107315
"11803","Pribilof whelk","Neptunea pribiloffensis","species",491185
"11804","bigmouth sculpin","Hemitripterus bolini","species",254541
"11805","Bering beringius","Beringius behringii","species",160112
"11806","green sea urchin","Strongylocentrotus droebachiensis","species",124321
"11807","sea anemone unid.","Actiniaria","order",1360
"11808","pale moonsnail","Euspira pallida","species",140536
"11809","Bering beringius","Beringius behringii","species",160112
"11810","flathead sole","Hippoglossoides elassodon","species",274289
"11811","hairy cockle","Ciliatocardium ciliatum","species",139000
"11812","arrowtooth flounder","Atheresthes stomias","species",279792
"11813","angular whelk","Buccinum angulosum","species",138858
"11814","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"11815","peachskin snailfish","Careproctus scottae","species",274470
"11816","oblique smoothcockle","Serripes notabilis","species",582751
"11817","lyre whelk","Neptunea lyrata","species",254477
"11818","northern rock sole","Lepidopsetta polyxystra","species",281307
"11819","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"11820","hybrid Tanner crab","Chionoecetes hybrid","genus",NA
"11821","Tanner crab","Chionoecetes bairdi","species",368558
"11822","oblique smoothcockle","Serripes notabilis","species",582751
"11823","basketstar","Gorgonocephalus eucnemis","species",124969
"11824","Pacific lyre crab","Hyas lyratus","species",442167
"11825","Alaskan hermit","Pagurus ochotensis","species",366742
"11826",NA,"Chrysaora melanaster","species",287209
"11827","plain sculpin","Myoxocephalus jaok","species",254527
"11828","sturgeon poacher","Podothecus accipenserinus","species",254501
"11829","arrowtooth flounder","Atheresthes stomias","species",279792
"11830",NA,"Arctomelon sp.","genus",382314
"11831","Pacific herring","Clupea pallasii","species",151159
"11832","arrowtooth flounder","Atheresthes stomias","species",279792
"11833","flathead sole","Hippoglossoides elassodon","species",274289
"11834","jellyfish unid.","Scyphozoa","class",135220
"11835","Alaska skate","Arctoraja parmifera","species",1577324
"11836","tentacle-shedding anemone","Liponema brevicorne","species",593074
"11837","splendid hermit","Labidochirus splendescens","species",248348
"11838","hairy hermit crab","Pagurus capillatus","species",254489
"11839","Alaska skate","Arctoraja parmifera","species",1577324
"11840",NA,"Hydrozoa","class",1337
"11841","flathead sole","Hippoglossoides elassodon","species",274289
"11842","Pacific herring","Clupea pallasii","species",151159
"11843","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"11844","basketstar","Gorgonocephalus eucnemis","species",124969
"11845","circumboreal toad crab","Hyas coarctatus","species",107323
"11846","depressed scale worm","Eunoe depressa","species",254455
"11847","hybrid Tanner crab","Chionoecetes hybrid","genus",NA
"11848","flathead sole","Hippoglossoides elassodon","species",274289
"11849",NA,"Leptasterias polaris","species",125154
"11850","snail egg","Gastropoda egg","class",NA
"11851","arrowtooth flounder","Atheresthes stomias","species",279792
"11852","notched brittlestar","Ophiura sarsii","species",124934
"11853","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"11854","purple-orange sea star","Asterias amurensis","species",254497
"11855","arrowtooth flounder","Atheresthes stomias","species",279792
"11856","Tanner crab","Chionoecetes bairdi","species",368558
"11857","compound ascidian unid.",NA,NA,NA
"11858","circumboreal toad crab","Hyas coarctatus","species",107323
"11859",NA,"Crangon sp.","genus",107007
"11860","ladder whelk","Buccinum scalariforme","species",138875
"11861","green sea urchin","Strongylocentrotus droebachiensis","species",124321
"11862","arrowtooth flounder","Atheresthes stomias","species",279792
"11863","Aleutian skate","Bathyraja aleutica","species",271506
"11864","green sea urchin","Strongylocentrotus droebachiensis","species",124321
"11865","brittlestar unid.","Ophiuroidea","class",123084
"11866","arrowtooth flounder","Atheresthes stomias","species",279792
"11867","purple-orange sea star","Asterias amurensis","species",254497
"11868","flathead sole","Hippoglossoides elassodon","species",274289
"11869","sea whip or sea pen unid.","Pennatuloidea","superfamily",1609360
"11870","flathead sole","Hippoglossoides elassodon","species",274289
"11871","longfinger hermit","Pagurus rathbuni","species",254491
"11872","splendid hermit","Labidochirus splendescens","species",248348
"11873","walleye pollock","Gadus chalcogrammus","species",300735
"11874",NA,"Leptasterias arctica","species",369158
"11875","arrowtooth flounder","Atheresthes stomias","species",279792
"11876","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"11877","Oregon triton","Fusitriton oregonensis","species",476496
"11878","walleye pollock","Gadus chalcogrammus","species",300735
"11879",NA,"Volutopsius sp.","genus",137715
"11880","octopus unid.","Octopodidae","family",11782
"11881","Pacific cod","Gadus macrocephalus","species",254538
"11882","moonsnail egg unid.","Naticidae egg","family",NA
"11883","obscure sea star","Pteraster obscurus","species",124149
"11884","wattled eelpout","Lycodes palearis","species",254585
"11885","Greenland turbot","Reinhardtius hippoglossoides","species",127144
"11886","shortfin eelpout","Lycodes brevipes","species",254595
"11887","wattled eelpout","Lycodes palearis","species",254585
"11888","Arctic surfclam","Mactromeris polynyma","species",156863
"11889","searcher","Bathymaster signatus","species",254513
"11890","snail egg","Gastropoda egg","class",NA
"11891","Pribilof whelk","Neptunea pribiloffensis","species",491185
"11892","Kamchatka flounder","Atheresthes evermanni","species",279791
"11893","snow crab","Chionoecetes opilio","species",107315
"11894","Alaska razor","Siliqua alta","species",413689
"11895","Alaskan hermit","Pagurus ochotensis","species",366742
"11896","yellowfin sole","Limanda aspera","species",254562
"11897","skate egg case unid.","Rajiformes egg case",NA,NA
"11898","Bering poacher","Occella dodecaedron","species",254398
"11899",NA,"Neptunea heros","species",254479
"11900","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"11901","Pacific lyre crab","Hyas lyratus","species",442167
"11902","purple-orange sea star","Asterias amurensis","species",254497
"11903","fat whelk","Neptunea ventricosa","species",156264
"11904","giant sea star","Evasterias echinosoma","species",254498
"11905","Alaska skate","Arctoraja parmifera","species",1577324
"11906","Pacific lyre crab","Hyas lyratus","species",442167
"11907","empty gastropod shells",NA,NA,NA
"11908","sturgeon poacher","Podothecus accipenserinus","species",254501
"11909","flathead sole","Hippoglossoides elassodon","species",274289
"11910","ladder whelk","Buccinum scalariforme","species",138875
"11911","helmet crab","Telmessus cheiragonus","species",254360
"11912","Alaska skate","Arctoraja parmifera","species",1577324
"11913","Oregon triton","Fusitriton oregonensis","species",476496
"11914",NA,"Crangon sp.","genus",107007
"11915","yellowfin sole","Limanda aspera","species",254562
"11916","flathead sole","Hippoglossoides elassodon","species",274289
"11917","fat whelk","Neptunea ventricosa","species",156264
"11918","Oregon triton","Fusitriton oregonensis","species",476496
"11919","circumboreal toad crab","Hyas coarctatus","species",107323
"11920","flathead sole","Hippoglossoides elassodon","species",274289
"11921","giant scale worm","Eunoe nodosa","species",130745
"11922","sea potato","Styela rustica","species",103937
"11923","Aleutian skate","Bathyraja aleutica","species",271506
"11924","purple-orange sea star","Asterias amurensis","species",254497
"11925","sturgeon poacher","Podothecus accipenserinus","species",254501
"11926","dwarf wrymouth","Cryptacanthodes aleutensis","species",276390
"11927","tentacle-shedding anemone","Liponema brevicorne","species",593074
"11928","sturgeon poacher","Podothecus accipenserinus","species",254501
"11929","compound ascidian unid.",NA,NA,NA
"11930","walleye pollock","Gadus chalcogrammus","species",300735
"11931","Aleutian hermit","Pagurus aleuticus","species",366647
"11932",NA,"Dendronotus sp.","genus",137885
"11933","Bering flounder","Hippoglossoides robustus","species",254561
"11934","hairy hermit crab","Pagurus capillatus","species",254489
"11935","arrowtooth flounder","Atheresthes stomias","species",279792
"11936","thorny sculpin","Icelus spiniger","species",254525
"11937",NA,"Icelus sp.","genus",126150
"11938","hybrid Tanner crab","Chionoecetes hybrid","genus",NA
"11939","Bering wolffish","Anarhichas orientalis","species",254511
"11940","Alaska skate egg case","Arctoraja parmifera egg case","species",NA
"11941","striped sea leech","Notostomum cyclostomum","species",370644
"11942","empty gastropod shells",NA,NA,NA
"11943","Pribilof whelk","Neptunea pribiloffensis","species",491185
"11944","yellow Irish lord","Hemilepidotus jordani","species",254522
"11945","obscure sea star","Pteraster obscurus","species",124149
"11946","fat whelk","Neptunea ventricosa","species",156264
"11947",NA,"Volutopsius sp.","genus",137715
"11948","Pacific cod","Gadus macrocephalus","species",254538
"11949","knobbyhand hermit","Pagurus confragosus","species",366670
"11950","shortfin eelpout","Lycodes brevipes","species",254595
"11951","hybrid Tanner crab","Chionoecetes hybrid","genus",NA
"11952",NA,"Clinocardium sp.","genus",156818
"11953","hairy hermit crab","Pagurus capillatus","species",254489
"11954","red king crab","Paralithodes camtschaticus","species",233889
"11955",NA,"Beringius sp.","genus",137699
"11956","bigmouth sculpin","Hemitripterus bolini","species",254541
"11957","basketstar","Gorgonocephalus eucnemis","species",124969
"11958","Alaskan pink shrimp","Pandalus eous","species",515463
"11959","splendid hermit","Labidochirus splendescens","species",248348
"11960","barnacle unid.","Thoracica","infraclass",1107
"11961",NA,"Argis sp.","genus",107006
"11962","wattled eelpout","Lycodes palearis","species",254585
"11963","ladder whelk","Buccinum scalariforme","species",138875
"11964","Pacific halibut","Hippoglossus stenolepis","species",274290
"11965","longfinger hermit","Pagurus rathbuni","species",254491
"11966","pincushion sea star","Diplopteraster multipes","species",124128
"11967",NA,"Leptasterias polaris","species",125154
"11968",NA,"Leptasterias arctica","species",369158
"11969","shorthorn (=warty) sculpin","Myoxocephalus scorpius","species",127203
"11970","common mud star","Ctenodiscus crispatus","species",123915
"11971","arrowtooth flounder","Atheresthes stomias","species",279792
"11972","splendid hermit","Labidochirus splendescens","species",248348
"11973","spinyhead sculpin","Dasycottus setiger","species",280488
"11974","sinuous whelk","Buccinum plectrum","species",160127
"11975","thorny sculpin","Icelus spiniger","species",254525
"11976","ladder whelk","Buccinum scalariforme","species",138875
"11977","tube worm unid.",NA,NA,NA
"11978","snail unid.","Gastropoda","class",101
"11979",NA,"Crangon sp.","genus",107007
"11980","spiny lebbeid","Lebbeus groenlandicus","species",107520
"11981","variegated snailfish","Liparis gibbus","species",159526
"11982",NA,"Chrysaora melanaster","species",287209
"11983","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"11984","notched brittlestar","Ophiura sarsii","species",124934
"11985","Alaskan pink shrimp","Pandalus eous","species",515463
"11986","snail egg","Gastropoda egg","class",NA
"11987","flathead sole","Hippoglossoides elassodon","species",274289
"11988",NA,"Chrysaora melanaster","species",287209
"11989","rusty moonsnail","Cryptonatica russa","species",580692
"11990","Bering flounder","Hippoglossoides robustus","species",254561
"11991","Alaska skate","Arctoraja parmifera","species",1577324
"11992","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"11993","compound ascidian unid.",NA,NA,NA
"11994","flathead sole","Hippoglossoides elassodon","species",274289
"11995","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"11996","yellowfin sole","Limanda aspera","species",254562
"11997","leafy bryozoan","Serratiflustra serrulata","species",465722
"11998","Alaska skate","Arctoraja parmifera","species",1577324
"11999",NA,"Chrysaora melanaster","species",287209
"12000","Arctic surfclam","Mactromeris polynyma","species",156863
"12001","longhead dab","Myzopsetta proboscidea","species",319505
"12002","sea onion","Boltenia ovifera","species",103815
"12003",NA,"Crangon sp.","genus",107007
"12004","butter sole","Isopsetta isolepis","species",281189
"12005","horsehair crab","Erimacrus isenbeckii","species",440405
"12006","empty gastropod shells",NA,NA,NA
"12007","purple-orange sea star","Asterias amurensis","species",254497
